Meter,SrGlobal
13.0,0.708761677160475
16.0,0.7087620431192344
38.5,0.7087637923446749
76.0,0.7087544403377051
80.5,0.7087528726475884
122.5,0.7086810060626325
136.0,0.7086587639386049
160.0,0.7086270228295513
196.0,0.7085976459289404
202.0,0.7085937000213783
232.0,0.7085729342741068
241.0,0.7085573094388067
251.5,0.7085085399036689
254.5,0.7084908323331245
265.0,0.7082343429525799
